ds,yhat,yhat_lower,yhat_upper
2023-05-10,51.46857682650595,43.95857586293491,58.564793056414544
2023-05-11,52.414636431475614,44.92202034785901,59.64892381017576
2023-05-12,51.986265179645244,44.36582898790997,59.67215654625016
2023-05-13,52.000032218254574,45.153583701034314,59.287924437357205
2023-05-14,52.570024306390465,45.06193369243957,60.2168849830055
2023-05-15,51.32698912244976,43.409860635098795,59.05561683569474
2023-05-16,51.155397725198874,43.63076087543291,58.664005600543184
2023-05-17,51.649716207700315,44.70308237578627,58.56501283804977
2023-05-18,52.59577581266898,45.47479322396596,59.86901226829108
2023-05-19,52.16740456083759,44.76596723590527,59.22403200245044
2023-05-20,52.181171599444895,44.66484555740226,58.87366527401265
2023-05-21,52.751163687581716,45.329391134463755,60.6128216783793
2023-05-22,51.50812849965146,43.909254390394494,58.8484505465338
2023-05-23,51.336537098412364,44.81513439283981,59.40403171945738
2023-05-24,51.83085557692381,43.86878674094599,59.05089128084699
2023-05-25,52.77691517790249,45.29349335480615,59.789804961495385
2023-05-26,52.348543922083415,44.55277304114513,59.537937276476384
2023-05-27,52.36231095669959,44.609779279271194,59.852934411154706
2023-05-28,52.932303040847835,45.77114593357682,60.38855732363969
2023-05-29,51.68926785291594,44.288049626344076,59.320734039818696
2023-05-30,51.51767645167635,43.68738990625928,58.39594757560109
2023-05-31,52.01199493018531,44.27254599769518,59.42642414770352
2023-06-01,52.958054531168706,45.683499725977185,60.67766118111383
2023-06-02,52.529683275348596,45.062276548099874,59.6169256576792
2023-06-03,52.543450309964676,45.412699408306096,60.16159926531232
2023-06-04,53.11344239411194,45.872929322932045,60.75827193827428
2023-06-05,51.87040720618008,44.87109563064808,59.304687532954475
2023-06-06,51.69881580494187,44.1971639350237,58.13992784430795
2023-06-07,52.19313428345148,44.54362503692105,59.77475224904325
2023-06-08,53.13919388443195,46.226975121915316,59.8512046607711
2023-06-09,52.71082262861379,44.88595324792643,60.15479319788467
2023-06-10,52.72458966323124,45.230441348920145,59.75567199518127
2023-06-11,53.29458174737813,45.620062792851414,61.032501713652074
2023-06-12,52.05154655944455,44.61501308162501,59.021890970442975
2023-06-13,51.879955158207,44.32518548500052,59.7228245528421
2023-06-14,52.37427363649227,45.082089272737754,59.69986971043758
2023-06-15,53.32033323724744,45.51379149180975,60.77557005489937
2023-06-16,52.89196198120434,45.740006963047,60.32904650384405
2023-06-17,52.905729015596364,45.21647029991093,60.23304029784661
2023-06-18,53.47572109951644,46.16911692790035,60.722337633650774
2023-06-19,52.23268591135621,44.92269863323378,59.36639962365719
2023-06-20,52.061094509894595,44.264117566740126,59.68674587788708
2023-06-21,52.555412988179874,45.201858513063456,60.05755334531395
2023-06-22,53.50147258893472,46.499757925822756,60.668707615214046
2023-06-23,53.07310133289038,45.84198636177073,60.51742927401617
2023-06-24,53.08686836728394,46.15167925311427,60.19302234441872
2023-06-25,53.65686045120405,46.320488635930914,61.233774532551166
2023-06-26,52.41382526304758,44.59628310123733,59.52683939804445
2023-06-27,52.24223386158147,45.02345469105906,59.622343610767345
2023-06-28,52.73655233986748,45.078236448631,60.24210269512305
2023-06-29,53.68261194062193,46.700498060705954,61.25086118176478
2023-06-30,53.2542406845797,45.534549647031895,60.8217268215104
2023-07-01,53.268007718971525,45.90114342727259,60.09262981841819
2023-07-02,53.837999802890636,46.63711851380206,60.966372823949825
2023-07-03,52.59496461473421,45.32656038242257,59.97365638058498
2023-07-04,52.423373213269464,45.108313858575585,59.35413465732595
2023-07-05,52.91769169155613,45.31294018231685,60.67686963464206
2023-07-06,53.863751292309146,46.457416407833755,60.85692524684302
2023-07-07,53.43538003626573,46.21444260868535,60.9878989094719
2023-07-08,53.44913020035232,46.244885677812825,60.54378382478995
2023-07-09,54.01910541396752,46.190999437615595,61.406496933116266
2023-07-10,52.77605335550659,45.49186099150078,59.77806567643443
2023-07-11,52.60444508373726,45.485780400447105,60.32551306943986
2023-07-12,53.0987466917205,45.533245335955975,60.40285767763908
2023-07-13,54.04478942216729,46.36030738877405,61.639198944748024
2023-07-14,53.616401295819415,46.159853935136645,60.89899328160001
2023-07-15,53.630151459907374,46.654190740733064,61.378047848279614
2023-07-16,54.200126673521126,46.94054940412089,61.834512945041986
2023-07-17,52.95707461505923,45.71677996135252,59.93673140318336
2023-07-18,52.78546634329127,45.614883425963896,60.27567285927219
2023-07-19,53.27976795127049,45.76069125278532,60.649873820286004
2023-07-20,54.22581068172051,46.025652918601956,61.704056301706274
2023-07-21,53.797422555371455,46.7917979864393,61.45199663111937
2023-07-22,53.8111727194595,46.44066741995728,61.383644313061055
2023-07-23,54.38114793307782,46.27758930140964,61.70989440023795
2023-07-24,53.13809587461662,45.29499703931203,60.64522854618901
2023-07-25,52.96648760284489,45.071435794674535,60.068124599700155
2023-07-26,53.4607892108241,46.36791840378667,61.22158398012136
2023-07-27,54.40683194127523,46.8263952605871,61.266994501544666
2023-07-28,53.97844381492514,46.88819892398111,61.050366507793555
2023-07-29,53.99219397901455,46.69304979777944,61.05764657577693
2023-07-30,54.56216919263042,47.028656986472576,62.016993675634964
2023-07-31,53.319067478619516,45.891841932215236,61.01555863908894
2023-08-01,53.14740955129943,46.03876021693302,60.32336905922474
2023-08-02,53.641661503730596,45.85567208046646,61.178078416157085
2023-08-03,54.587654578628,47.282294291394116,61.92984577384559
2023-08-04,54.159216796731585,46.336517425236174,61.62100316012534
2023-08-05,54.17291730526971,47.16653814201966,61.128618597779315
2023-08-06,54.74284286333486,47.226357689532044,61.5392257698106
2023-08-07,53.49974114932431,45.72176798355125,60.67376414107656
2023-08-08,53.32808322200488,45.80948301391523,60.70403523587404
2023-08-09,53.82233517443137,46.35946086107925,61.93488411210181
2023-08-10,54.768328249334544,47.154221564656105,62.10287642282243
2023-08-11,54.339890467437094,47.42066953669097,61.09927814417766
2023-08-12,54.353590975976594,47.31277843390738,62.169366299449436
2023-08-13,54.923516534040274,47.601683658510076,61.941880014166635
2023-08-14,53.68041482002843,46.50675702392313,61.546437268137886
2023-08-15,53.50875689270957,46.347504439918076,61.166706698960446
2023-08-16,54.0030088451389,46.391650966893536,61.44907113085938
2023-08-17,54.94900192004108,47.71105400602548,62.5828476668664
2023-08-18,54.52056413814095,46.64807218586483,61.75705964352825
2023-08-19,54.534264646682004,47.38753871687546,62.133054780204084
2023-08-20,55.104190204745784,47.70988204066621,62.74971534811952
2023-08-21,53.86108849073323,47.35014752403013,60.7876759440378
2023-08-22,53.68943056341502,46.55070045207088,61.44520636633091
2023-08-23,54.1836229977944,46.843661270730095,61.3661808578619
2023-08-24,55.129556554646264,48.0696818121242,62.97876223764948
2023-08-25,54.70105925469831,47.12566459827442,62.39944028343444
2023-08-26,54.7147002451843,46.94630618129918,61.56997110394043
2023-08-27,55.28456628520256,47.72542712226401,62.543293956876674
2023-08-28,54.041405053138426,46.7825779301983,61.35842023536282
2023-08-29,53.86968760777133,46.21009432400805,61.136834922534156
2023-08-30,54.363880042151365,46.813531075439485,61.881020314983736
2023-08-31,55.30981359900335,48.02623213694103,62.826626062513036
2023-09-01,54.88131629905266,47.126153999142566,62.34198761916645
2023-09-02,54.89495728954019,47.420500649508284,61.67359042099256
2023-09-03,55.46482332955747,47.5854396170147,63.10446771749604
2023-09-04,54.22166209749337,46.89699473364382,61.333731558742095
2023-09-05,54.049944652126115,47.06680431920551,61.92317430533504
2023-09-06,54.544137086508336,46.78389586040372,61.62934139197419
2023-09-07,55.49007064335738,48.368450784081546,62.94975724929662
2023-09-08,55.061573343407005,48.121590529304214,62.36528000163151
2023-09-09,55.07521433389755,48.02066632054385,62.32206689185155
2023-09-10,55.64508037391337,48.23909739428549,63.50192514492309
2023-09-11,54.401919141853405,47.62253270088005,61.77488926615408
2023-09-12,54.23020169648244,46.676851793815295,61.90317091509838
2023-09-13,54.7243941308653,47.257798043911784,62.146645727064296
2023-09-14,55.6703276877144,48.19740141081696,63.406904789719086
2023-09-15,55.241830387762995,47.53055240757311,62.424043845801606
2023-09-16,55.25459145088746,47.56565966844851,62.911533183009894
2023-09-17,55.82357756354117,48.43922720714562,62.96583511055147
2023-09-18,54.579536404115814,46.81796234275198,61.78467297055287
2023-09-19,54.40693903138172,47.45564439010696,61.574147406012706
2023-09-20,54.900251538400916,47.222837769794666,62.38905742653317
2023-09-21,55.84530516788556,48.74196949195453,63.95095862124794
2023-09-22,55.41592794057201,47.896561445478746,62.43254075286219
2023-09-23,55.4286890036964,48.432106002614056,62.87386346059449
2023-09-24,55.99767511634865,48.48887348909373,63.618377046741315
2023-09-25,54.75363395692268,47.061168677347354,62.07277159025554
2023-09-26,54.58103658418961,46.7205042829459,62.19720942916975
2023-09-27,55.07434909120478,47.859690604044225,62.76713013766058
2023-09-28,56.019402720692675,48.05025152784732,62.884687120744374
2023-09-29,55.59002549338122,48.236247744379504,63.137417384474745
2023-09-30,55.60278655650241,48.00283336234301,62.861339875168945
2023-10-01,56.171772669155146,49.03185004732348,63.91428894684892
2023-10-02,54.927731509729185,47.41755898382048,61.62409569475865
2023-10-03,54.75513413699751,46.710394038338215,61.899034658137815
2023-10-04,55.248446644012276,47.835968814090144,63.19359579098569
2023-10-05,56.193500273499765,49.015067060547615,63.800191921647794
2023-10-06,55.764123046187144,48.19328708994502,63.57321862752183
2023-10-07,55.77688410931133,48.25292208664121,63.04547489415045
2023-10-08,56.34587022196371,48.97118574665304,63.6829229238803
2023-10-09,55.099739959632366,47.950520241376026,62.4490078397865
2023-10-10,54.92505348398843,47.45103595609587,62.16877450122761
2023-10-11,55.416276888097585,48.35797817132303,62.900031141739724
2023-10-12,56.35924141467599,49.08467496829963,63.526750427129876
2023-10-13,55.92777508445568,48.49924472459035,63.16252148072686
2023-10-14,55.93844704467172,48.36980822678564,63.52737034745121
2023-10-15,56.50534405441354,49.5351948310423,64.45396685495052
2023-10-16,55.25921379208222,48.128518649694925,63.142544356372106
2023-10-17,55.084527316439676,47.63404836740539,62.28567914396749
2023-10-18,55.57575072054842,47.94294761606489,62.557000549487135
2023-10-19,56.51871524712501,49.30328963744254,64.10676519246947
2023-10-20,56.087248916904954,48.85491905409865,63.685625849944145
2023-10-21,56.09792087712107,49.11140003573677,63.955450773879036
2023-10-22,56.66481788686537,49.25027369387552,64.07579188691591
2023-10-23,55.41868762453208,47.74301023884733,61.85050389442048
2023-10-24,55.24400114888978,48.16348982590615,62.49349270600302
2023-10-25,55.73522455299926,48.283948511387074,62.92060373950297
2023-10-26,56.67818907957695,49.52790731168272,63.538701328114705
2023-10-27,56.24672274935587,49.07634686405559,64.09989636350208
2023-10-28,56.25739470957335,48.9215455450853,63.46081244936077
2023-10-29,56.824291719315205,49.65867641873963,63.56749679662429
2023-10-30,55.578161456981945,47.59460680746707,62.66470725067619
2023-10-31,55.40347498134102,48.51197056325117,63.43734397910933
2023-11-01,55.892582711317765,48.32949268650485,63.98793098152982
2023-11-02,56.83343156375705,49.27085137171377,63.49209022297572
2023-11-03,56.399849559403485,49.05137655930949,64.54997830751434
2023-11-04,56.408405845484516,48.6108345261784,64.03508368981792
2023-11-05,56.973187181095966,48.94063772658338,63.87458239531846
2023-11-06,55.72494124462556,48.587862360848625,63.68494128378118
2023-11-07,55.548139094850846,48.520508735996074,63.68219003955018
2023-11-08,56.0372468248276,48.36025486611191,63.366956929298524
2023-11-09,56.978095677268044,49.43121305839752,64.40002704367926
2023-11-10,56.54451367291339,49.15173621571022,63.83447937140136
2023-11-11,56.553069958995785,49.31649898424526,64.37585169480897
2023-11-12,57.11785129460479,49.505106620840586,64.44571356194143
2023-11-13,55.86960535813407,48.453563840228966,63.54609726152272
2023-11-14,55.69280320836069,48.457232120981075,62.86515271051243
2023-11-15,56.1819109383338,48.72072970743514,63.559609328336236
2023-11-16,57.122759790777486,49.100806376136944,64.07970829383135
2023-11-17,56.689177786421645,48.98073690974125,64.15592862422004
2023-11-18,56.69773407250559,49.2767042214152,64.22312819452577
2023-11-19,57.26251540811361,49.72791340778267,64.50554276745893
2023-11-20,56.01426947164801,48.72454181202191,63.05527276493939
2023-11-21,55.83746732187051,48.568121595830576,63.70256165138288
2023-11-22,56.32657505184468,49.14601408270162,63.46029432206309
2023-11-23,57.26742390428841,49.94984421266966,64.86073066156568
2023-11-24,56.83229999556556,49.46497058328157,64.8234554559858
2023-11-25,56.839314377280154,49.502264910081784,64.60437579081994
2023-11-26,57.402553808521546,49.82687693003743,65.19010327993821
2023-11-27,56.152765967686356,49.09160368849861,63.418877754865356
2023-11-28,55.97442191354261,48.227288835924575,63.16590727930878
2023-11-29,56.46198773914979,49.27119231947679,63.69490448042216
2023-11-30,57.401294687225956,50.10120199925348,64.57994586340014
2023-12-01,56.966170778501876,49.96999153463562,64.14267814092406
2023-12-02,56.97318516021317,49.46278220693863,64.4168900404752
2023-12-03,57.53642459145697,50.648036293728744,64.9853627438446
2023-12-04,56.28663675062215,49.10786122444519,63.7484215973366
2023-12-05,56.108292696478664,48.89515615342455,63.65090486234104
2023-12-06,56.59585852208261,49.12920268853353,63.98135967591063
2023-12-07,57.53516547016051,50.163785992264984,64.56827131123129
2023-12-08,57.10004156143839,49.934618959116136,64.08031717127932
2023-12-09,57.107055943151046,50.3080614986646,65.31024780620369
2023-12-10,57.670295374393405,50.093339390002015,65.24302100375826
2023-12-11,56.420507533557945,48.818507387621715,63.68087258835639
2023-12-12,56.24216347941476,49.15758775582217,63.61985043383127
2023-12-13,56.72972930502009,49.27957125429766,64.12995346828917
2023-12-14,57.66903625309804,50.12394792973852,65.41850548835833
2023-12-15,57.23391234437325,50.249645983017125,64.4236547217099
2023-12-16,57.240926726087466,49.73408701847538,65.28936212127144
2023-12-17,57.80416615733091,50.43214175982635,65.44160122630143
2023-12-18,56.55431766701268,48.95429780062494,64.10419840731181
2023-12-19,56.375912963390036,48.69293815891751,63.823406783895024
2023-12-20,56.863418139515375,50.09117125577067,63.9365423070715
2023-12-21,57.802664438112565,50.4733913221151,65.36321517772595
2023-12-22,57.3674798799062,49.64831252007248,65.2621898875997
2023-12-23,57.374433612143044,50.474076857595385,64.93198357885395
2023-12-24,57.937612393904665,50.41586209096346,65.64116891807305
2023-12-25,56.6877639035858,49.60948569072615,64.1773475691762
2023-12-26,56.50935919996419,48.777247232016286,63.60318065876279
2023-12-27,56.99686437609017,50.23992416208141,64.5910307479031
2023-12-28,57.93611067468598,50.43018959120761,65.39909479883825
2023-12-29,57.500926116481665,50.391434167129844,64.66672511408008
2023-12-30,57.507879848715305,50.24559300016372,64.74462554191022
2023-12-31,58.071058630477395,50.64570203510802,65.47164282780672
2024-01-01,56.82121014015857,49.61304309334207,64.43632593231204
2024-01-02,56.6428054365372,48.82769878599051,64.17529931550901
2024-01-03,57.13031061266392,49.49706239867178,64.82683621791007
2024-01-04,58.06955691125934,50.724056008849246,65.41792899232524
2024-01-05,57.63437235305857,50.57309519596343,65.31068044033304
2024-01-06,57.64132608529049,50.21027441135187,65.60331150861562
2024-01-07,58.20450486705114,50.66796130453541,65.74869374270878
2024-01-08,56.95465637673609,49.76439341448341,64.32435993747758
2024-01-09,56.77625167311095,49.613374024372014,64.6609910191743
2024-01-10,57.26365655218676,50.26104866050414,64.64899458142742
2024-01-11,58.202802553728176,50.54777656395359,65.6525189921911
2024-01-12,57.76751769847174,50.27380417771828,65.1768014159322
2024-01-13,57.77437113365028,50.24532963893049,65.1868879099071
2024-01-14,58.33744961835885,51.350463188439285,66.1602111928483
2024-01-15,57.087500830990834,49.44875540114513,64.18853974429206
2024-01-16,56.90899583031368,49.59075824956785,64.64098429945817
2024-01-17,57.39640070938948,50.47977097025112,64.95574797603398
2024-01-18,58.33554671093051,51.10649917045049,65.87085970255933
2024-01-19,57.90026185567289,49.96806006207353,65.73286880774535
2024-01-20,57.90711529085298,50.488033771127014,65.05233379024628
2024-01-21,58.47019377556258,50.75800024357711,65.95294796264167
2024-01-22,57.22024498819257,49.60658912036849,64.51781832749094
2024-01-23,57.0417399875168,49.64429821105551,64.5797519563436
2024-01-24,57.52914486658858,50.46867257236514,65.2110758019354
2024-01-25,58.46829086813434,50.79437632446282,65.93987892082954
2024-01-26,58.03300601287568,50.45209945343493,65.25231774431118
2024-01-27,58.03985944805567,50.56107439500159,65.25151719439667
2024-01-28,58.602937932764284,51.19913815423339,65.89850646868398
2024-01-29,57.35298914539907,50.612430651060656,64.28752617566127
2024-01-30,57.17448414471992,49.69610918677193,65.03919432433474
2024-01-31,57.66188902379235,50.48485505760104,65.90403985895077
2024-02-01,58.601035025333736,51.22917694875954,66.47333065676776
2024-02-02,58.16574659503503,50.69208874781573,64.98359078341154
2024-02-03,58.17259645517295,50.41937299332632,65.1373352425172
2024-02-04,58.73567136483775,50.99840026940345,65.70427384322979
2024-02-05,57.48571900242737,50.32616897253352,65.12976226985936
2024-02-06,57.30721042670544,49.815671988586395,64.10558254367146
2024-02-07,57.794611730735454,49.828924001386106,65.61410401843466
2024-02-08,58.73375415723347,50.96342181217262,65.60633988216634
2024-02-09,58.298465726935184,51.13127703157368,66.02638402432028
2024-02-10,58.30531558707303,50.985645885255934,66.02286410469054
2024-02-11,58.86839049673638,50.68270443113708,66.04193561850501
2024-02-12,57.6184381343247,49.76066562680388,65.00420813260162
2024-02-13,57.43992955860409,50.36536450694445,64.44165441693431
2024-02-14,57.92733086263411,50.44106821982978,65.16103106684923
2024-02-15,58.866473289131726,51.20351496068198,65.98032969137915
2024-02-16,58.43118485883225,51.023544358167165,65.59532678663545
2024-02-17,58.43803471897165,50.64078210739681,66.31454168872156
2024-02-18,59.001109628635014,51.939728049620435,66.5203682676144
2024-02-19,57.7511572662227,50.00219491478147,65.09668584464687
2024-02-20,57.572648690501985,50.3283598882909,65.29754353010544
2024-02-21,58.06004999453273,50.23687885750736,65.69420454014369
2024-02-22,58.999192421031466,52.165307826516134,66.2655468319702
2024-02-23,58.563903990732605,51.29289100235933,65.94000107961836
2024-02-24,58.570753850870254,51.31009874939003,65.8086963599557
2024-02-25,59.133828760534726,51.75713728062391,66.19501384277319
2024-02-26,57.88387639837012,50.1631273648093,65.58353648029527
2024-02-27,57.70536782290054,50.28293696980059,65.05456988187956
2024-02-28,58.192769127178074,50.901078391319516,66.25650280909754
2024-02-29,59.13191155392874,51.56503086058541,66.57236325247585
2024-03-01,58.696623123878446,51.362616341494366,65.37841125682768
2024-03-02,58.703472984265474,51.51493012847469,66.35545295848554
2024-03-03,59.26654789418164,52.14608555683551,67.17762468323606
2024-03-04,58.016595532016396,50.483212836623146,64.82142652396338
2024-03-05,57.838086956547066,50.59872419600056,65.61442579317387
2024-03-06,58.325488260827086,51.37858873021981,65.09805810908523
2024-03-07,59.264630687575334,51.94110214147537,66.86080430139693
2024-03-08,58.82934225752543,51.68348059006102,66.38690104819028
2024-03-09,58.83619211791383,51.169508023627785,65.7407577924227
2024-03-10,59.39926702782754,52.22730143883769,66.90596540094366
2024-03-11,58.14931466566233,50.585572587274335,66.02696147827392
2024-03-12,57.97080609019439,50.42538747939421,65.01828499549153
2024-03-13,58.45820739447399,51.5505829074035,66.01692018227372
2024-03-14,59.397349821221844,51.97596641435839,66.51273512353556
2024-03-15,58.962061391170785,51.377151539217884,65.9707996495335
2024-03-16,58.968911251559256,51.82246372368728,65.83073459209272
2024-03-17,59.53198616147545,52.05249405525897,66.36379814627443
2024-03-18,58.28203379931301,51.005871145659455,65.59225892126848
2024-03-19,58.103525223841295,51.19923748843996,64.76914758092842
2024-03-20,58.590926525284885,50.757770375762576,65.73713704552715
2024-03-21,59.53006894919781,52.65694678436488,66.8259256765123
2024-03-22,59.09478051630969,52.33058523491925,66.2539381295087
2024-03-23,59.10163037386159,51.231724785530055,66.13490257183727
2024-03-24,59.664705280941234,52.280201000495495,66.97666165782128
2024-03-25,58.4147529159428,51.28861794127314,66.14715983745577
